questions_id,questions,num_respondents,options,Trump_perc,Clinton_perc,Others_Unknown_perc,state
70,Life for the next generation of Americans will be:,2812,Better than today,31,67,2,Michigan
70,Life for the next generation of Americans will be:,2812,Worse than today,61,28,11,Michigan
70,Life for the next generation of Americans will be:,2812,About the same,39,53,8,Michigan
71,Vote for president in a two-way race,2812,Clinton,1,96,3,Michigan
71,Vote for president in a two-way race,2812,Trump,97,1,2,Michigan
71,Vote for president in a two-way race,2812,Would not vote,NA,NA,NA,Michigan
72,Area type,2812,Urban area,24,71,5,Michigan
72,Area type,2812,Suburban area,53,42,5,Michigan
72,Area type,2812,Rural area,56,38,6,Michigan
73,Region,2812,Wayne,31,65,4,Michigan
73,Region,2812,Oakland / Macomb,46,48,6,Michigan
73,Region,2812,Southeast,48,47,5,Michigan
73,Region,2812,Southwest,54,41,5,Michigan
73,Region,2812,N. Central / U.P.,57,38,5,Michigan
1,Gender,1636,Male,49,43,8,Minnesota
1,Gender,1636,Female,43,50,7,Minnesota
2,Age,1636,18-29,42,45,13,Minnesota
2,Age,1636,30-44,39,53,8,Minnesota
2,Age,1636,45-64,52,42,6,Minnesota
2,Age,1636,65 and older,47,49,4,Minnesota
3,Age,1636,18-24,48,43,9,Minnesota
3,Age,1636,25-29,36,47,17,Minnesota
3,Age,1636,30-39,38,52,10,Minnesota
3,Age,1636,40-49,45,49,6,Minnesota
3,Age,1636,50-64,53,41,6,Minnesota
3,Age,1636,65 and older,47,49,4,Minnesota
4,Age,1636,18-44,40,50,10,Minnesota
4,Age,1636,45 and older,51,44,5,Minnesota
5,Race,1636,White,50,43,7,Minnesota
5,Race,1636,Black,NA,NA,NA,Minnesota
5,Race,1636,Latino,NA,NA,NA,Minnesota
5,Race,1636,Asian,NA,NA,NA,Minnesota
5,Race,1636,Other race,NA,NA,NA,Minnesota
6,Race,1636,White,50,43,7,Minnesota
6,Race,1636,Non-white,22,71,7,Minnesota
7,Race and gender,1636,White men,53,39,8,Minnesota
7,Race and gender,1636,White women,47,46,7,Minnesota
7,Race and gender,1636,Black men,NA,NA,NA,Minnesota
7,Race and gender,1636,Black women,NA,NA,NA,Minnesota
7,Race and gender,1636,Latino men,NA,NA,NA,Minnesota
7,Race and gender,1636,Latino women,NA,NA,NA,Minnesota
7,Race and gender,1636,Others,NA,NA,NA,Minnesota
8,Education,1636,High school or less,55,38,7,Minnesota
8,Education,1636,Some college,55,38,7,Minnesota
8,Education,1636,College graduate,45,47,8,Minnesota
8,Education,1636,Postgraduate,27,64,9,Minnesota
9,Are you a college graduate?,1636,Yes,39,53,8,Minnesota
9,Are you a college graduate?,1636,No,55,38,7,Minnesota
10,Education and race,1636,White college graduates,41,50,9,Minnesota
10,Education and race,1636,Whites no degree,60,33,7,Minnesota
10,Education and race,1636,Non-whites college grads,19,76,5,Minnesota
10,Education and race,1636,Non-whites no degree,26,65,9,Minnesota
11,Education among whites by sex,1636,White college-grad women,39,54,7,Minnesota
11,Education among whites by sex,1636,White non-college women,58,36,6,Minnesota
11,Education among whites by sex,1636,White college-grad men,45,46,9,Minnesota
11,Education among whites by sex,1636,White non-college men,63,30,7,Minnesota
11,Education among whites by sex,1636,Non-whites,23,70,7,Minnesota
12,Income,1636,"Under $30,000",45,46,9,Minnesota
12,Income,1636,"$30K-$49,999",45,45,10,Minnesota
12,Income,1636,"$50K-$99,999",48,45,7,Minnesota
12,Income,1636,"$100K-$199,999",40,51,9,Minnesota
12,Income,1636,"$200K-$249,999",NA,NA,NA,Minnesota
12,Income,1636,"$250,000 or more",NA,NA,NA,Minnesota
13,Income,1636,Under $50K,45,45,10,Minnesota
13,Income,1636,$50K-$100K,48,45,7,Minnesota
13,Income,1636,$100K or more,41,52,7,Minnesota
14,Income,1636,Under $50K,45,45,10,Minnesota
14,Income,1636,$50K or more,44,49,7,Minnesota
15,Income,1636,Under $100K,47,45,8,Minnesota
15,Income,1636,$100K or more,41,52,7,Minnesota
16,Party ID,1636,Democrats,10,87,3,Minnesota
16,Party ID,1636,Republicans,86,7,7,Minnesota
16,Party ID,1636,Independents,44,42,14,Minnesota
17,Party by gender,1636,Democratic men,11,85,4,Minnesota
17,Party by gender,1636,Democratic women,9,88,3,Minnesota
17,Party by gender,1636,Republican men,88,5,7,Minnesota
17,Party by gender,1636,Republican women,84,10,6,Minnesota
17,Party by gender,1636,Independent men,42,46,12,Minnesota
17,Party by gender,1636,Independent women,47,37,16,Minnesota
18,Ideology,1636,Liberal,7,88,5,Minnesota
18,Ideology,1636,Moderate,43,48,9,Minnesota
18,Ideology,1636,Conservative,82,11,7,Minnesota
19,Marital status,1636,Married,46,47,7,Minnesota
19,Marital status,1636,Unmarried,44,48,8,Minnesota
20,Marital status by gender,1636,Married men,50,43,7,Minnesota
20,Marital status by gender,1636,Married women,42,51,7,Minnesota
20,Marital status by gender,1636,Unmarried men,48,44,8,Minnesota
20,Marital status by gender,1636,Unmarried women,40,52,8,Minnesota
21,When did you decide presidential vote?,1636,Last few days,48,35,17,Minnesota
21,When did you decide presidential vote?,1636,Last week,NA,NA,NA,Minnesota
21,When did you decide presidential vote?,1636,In October,47,37,16,Minnesota
21,When did you decide presidential vote?,1636,In September,NA,NA,NA,Minnesota
21,When did you decide presidential vote?,1636,Before September,40,56,4,Minnesota
22,When did you decide presidential vote?,1636,In the last week,53,31,16,Minnesota
22,When did you decide presidential vote?,1636,Before that,42,53,5,Minnesota
23,When did you decide presidential vote?,1636,In the last month,51,33,16,Minnesota
23,When did you decide presidential vote?,1636,Before that,41,54,5,Minnesota
24,Opinion of presidential candidate you voted for,1636,Strongly favor ,40,53,7,Minnesota
24,Opinion of presidential candidate you voted for,1636,Have reservations,49,47,4,Minnesota
24,Opinion of presidential candidate you voted for,1636,Dislike opponents,43,40,17,Minnesota
25,Most important issue facing the country,1636,Foreign policy,19,70,11,Minnesota
25,Most important issue facing the country,1636,Immigration,73,22,5,Minnesota
25,Most important issue facing the country,1636,Economy,42,51,7,Minnesota
25,Most important issue facing the country,1636,Terrorism,51,41,8,Minnesota
26,Which candidate quality mattered most?,1636,Cares about me,28,59,13,Minnesota
26,Which candidate quality mattered most?,1636,Can bring change,84,11,5,Minnesota
26,Which candidate quality mattered most?,1636,Right experience,4,94,2,Minnesota
26,Which candidate quality mattered most?,1636,Good judgment,14,70,16,Minnesota
27,Does the country's criminal justice system:,1636,Treat all fairly,70,23,7,Minnesota
27,Does the country's criminal justice system:,1636,Treat blacks unfairly,16,76,8,Minnesota
28,View on Obamacare,1636,Did not go far enough,12,83,5,Minnesota
28,View on Obamacare,1636,Was about right,11,86,3,Minnesota
28,View on Obamacare,1636,Went too far,75,16,9,Minnesota
29,Opinion of Hillary Clinton,1636,Favorable,3,96,1,Minnesota
29,Opinion of Hillary Clinton,1636,Unfavorable,78,10,12,Minnesota
30,Opinion of Donald Trump,1636,Favorable,96,3,1,Minnesota
30,Opinion of Donald Trump,1636,Unfavorable,16,73,11,Minnesota
31,Opinion of Clinton and Trump,1636,Both favorable,NA,NA,NA,Minnesota
31,Opinion of Clinton and Trump,1636,Only Clinton favorable,0,98,2,Minnesota
31,Opinion of Clinton and Trump,1636,Only Trump favorable,99,1,0,Minnesota
31,Opinion of Clinton and Trump,1636,Both unfavorable,45,25,30,Minnesota
32,Is Hillary Clinton honest and trustworthy?,1636,Yes,4,94,2,Minnesota
32,Is Hillary Clinton honest and trustworthy?,1636,No,66,22,12,Minnesota
33,Is Donald Trump honest and trustworthy?,1636,Yes,94,4,2,Minnesota
33,Is Donald Trump honest and trustworthy?,1636,No,22,67,11,Minnesota
34,Which candidate is honest?,1636,Both are,NA,NA,NA,Minnesota
34,Which candidate is honest?,1636,Only Clinton is,1,97,2,Minnesota
34,Which candidate is honest?,1636,Only Trump is,98,1,1,Minnesota
34,Which candidate is honest?,1636,Neither is,41,39,20,Minnesota
35,Does Clinton have the temperament to be president?,1636,Yes,15,80,5,Minnesota
35,Does Clinton have the temperament to be president?,1636,No,83,5,12,Minnesota
36,Does Trump have the temperament to be president?,1636,Yes,95,4,1,Minnesota
36,Does Trump have the temperament to be president?,1636,No,21,68,11,Minnesota
37,Which candidate has the right temperament?,1636,Both do,NA,NA,NA,Minnesota
37,Which candidate has the right temperament?,1636,Only Clinton does,7,87,6,Minnesota
37,Which candidate has the right temperament?,1636,Only Trump does,97,1,2,Minnesota
37,Which candidate has the right temperament?,1636,Neither does,63,11,26,Minnesota
38,Life for the next generation of Americans will be:,1636,Better than today,29,67,4,Minnesota
38,Life for the next generation of Americans will be:,1636,Worse than today,62,26,12,Minnesota
38,Life for the next generation of Americans will be:,1636,About the same,34,58,8,Minnesota
39,Area type,1636,Urban area,37,55,8,Minnesota
39,Area type,1636,Suburban area,47,47,6,Minnesota
39,Area type,1636,Rural area,58,35,7,Minnesota
40,Region,1636,Twin Cities,28,64,8,Minnesota
40,Region,1636,Eastern Twin Cities Sub.,47,45,8,Minnesota
40,Region,1636,East Central,60,33,7,Minnesota
40,Region,1636,South,56,37,7,Minnesota
40,Region,1636,North,56,37,7,Minnesota
1,Gender,1941,Male,62,32,6,Missouri
1,Gender,1941,Female,53,43,4,Missouri
2,Age,1941,18-29,51,40,9,Missouri
2,Age,1941,30-44,48,44,8,Missouri
2,Age,1941,45-64,63,34,3,Missouri
2,Age,1941,65 and older,62,36,2,Missouri
3,Age,1941,18-24,57,35,8,Missouri
3,Age,1941,25-29,43,48,9,Missouri
3,Age,1941,30-39,44,47,9,Missouri
3,Age,1941,40-49,60,35,5,Missouri
3,Age,1941,50-64,63,35,2,Missouri
3,Age,1941,65 and older,62,36,2,Missouri
4,Age,1941,18-44,49,42,9,Missouri
4,Age,1941,45 and older,63,35,2,Missouri
5,Race,1941,White,66,28,6,Missouri
5,Race,1941,Black,8,90,2,Missouri
5,Race,1941,Latino,NA,NA,NA,Missouri
5,Race,1941,Asian,NA,NA,NA,Missouri
5,Race,1941,Other race,NA,NA,NA,Missouri
6,Race,1941,White,66,28,6,Missouri
6,Race,1941,Non-white,22,75,3,Missouri
7,Race and gender,1941,White men,72,22,6,Missouri
7,Race and gender,1941,White women,61,34,5,Missouri
7,Race and gender,1941,Black men,10,87,3,Missouri
7,Race and gender,1941,Black women,6,92,2,Missouri
7,Race and gender,1941,Latino men,NA,NA,NA,Missouri
7,Race and gender,1941,Latino women,NA,NA,NA,Missouri
7,Race and gender,1941,Others,NA,NA,NA,Missouri
8,Education,1941,High school or less,62,35,3,Missouri
8,Education,1941,Some college,57,38,5,Missouri
8,Education,1941,College graduate,56,38,6,Missouri
8,Education,1941,Postgraduate,53,42,5,Missouri
9,Are you a college graduate?,1941,Yes,55,39,6,Missouri
9,Are you a college graduate?,1941,No,59,37,4,Missouri
10,Education and race,1941,White college graduates,61,32,7,Missouri
10,Education and race,1941,Whites no degree,71,25,4,Missouri
10,Education and race,1941,Non-whites college grads,27,69,4,Missouri
10,Education and race,1941,Non-whites no degree,19,78,3,Missouri
11,Education among whites by sex,1941,White college-grad women,57,39,4,Missouri
11,Education among whites by sex,1941,White non-college women,66,29,5,Missouri
11,Education among whites by sex,1941,White college-grad men,68,23,9,Missouri
11,Education among whites by sex,1941,White non-college men,76,20,4,Missouri
11,Education among whites by sex,1941,Non-whites,22,75,3,Missouri
12,Income,1941,"Under $30,000",48,47,5,Missouri
12,Income,1941,"$30K-$49,999",49,45,6,Missouri
12,Income,1941,"$50K-$99,999",59,34,7,Missouri
12,Income,1941,"$100K-$199,999",64,32,4,Missouri
12,Income,1941,"$200K-$249,999",NA,NA,NA,Missouri
12,Income,1941,"$250,000 or more",NA,NA,NA,Missouri
13,Income,1941,Under $50K,48,46,6,Missouri
13,Income,1941,$50K-$100K,59,34,7,Missouri
13,Income,1941,$100K or more,66,30,4,Missouri
14,Income,1941,Under $50K,48,46,6,Missouri
14,Income,1941,$50K or more,62,32,6,Missouri
15,Income,1941,Under $100K,53,41,6,Missouri
15,Income,1941,$100K or more,66,30,4,Missouri
16,Party ID,1941,Democrats,13,84,3,Missouri
16,Party ID,1941,Republicans,92,5,3,Missouri
16,Party ID,1941,Independents,61,28,11,Missouri
17,Party by gender,1941,Democratic men,14,83,3,Missouri
17,Party by gender,1941,Democratic women,13,84,3,Missouri
17,Party by gender,1941,Republican men,94,4,2,Missouri
17,Party by gender,1941,Republican women,90,6,4,Missouri
17,Party by gender,1941,Independent men,62,24,14,Missouri
17,Party by gender,1941,Independent women,59,33,8,Missouri
18,Ideology,1941,Liberal,14,80,6,Missouri
18,Ideology,1941,Moderate,45,48,7,Missouri
18,Ideology,1941,Conservative,89,8,3,Missouri
19,White born-again or evangelical Christian?,1941,Yes,83,14,3,Missouri
19,White born-again or evangelical Christian?,1941,No,44,50,6,Missouri
20,Marital status,1941,Married,64,31,5,Missouri
20,Marital status,1941,Unmarried,49,47,4,Missouri
21,Marital status by gender,1941,Married men,69,27,4,Missouri
21,Marital status by gender,1941,Married women,59,36,5,Missouri
21,Marital status by gender,1941,Unmarried men,53,42,5,Missouri
21,Marital status by gender,1941,Unmarried women,46,51,3,Missouri
22,When did you decide presidential vote?,1941,Last few days,NA,NA,NA,Missouri
22,When did you decide presidential vote?,1941,Last week,NA,NA,NA,Missouri
22,When did you decide presidential vote?,1941,In October,51,41,8,Missouri
22,When did you decide presidential vote?,1941,In September,NA,NA,NA,Missouri
22,When did you decide presidential vote?,1941,Before September,58,40,2,Missouri
23,When did you decide presidential vote?,1941,In the last week,53,32,15,Missouri
23,When did you decide presidential vote?,1941,Before that,58,39,3,Missouri
24,When did you decide presidential vote?,1941,In the last month,52,36,12,Missouri
24,When did you decide presidential vote?,1941,Before that,59,38,3,Missouri
25,Opinion of presidential candidate you voted for,1941,Strongly favor ,55,42,3,Missouri
25,Opinion of presidential candidate you voted for,1941,Have reservations,58,40,2,Missouri
25,Opinion of presidential candidate you voted for,1941,Dislike opponents,61,25,14,Missouri
26,Most important issue facing the country,1941,Foreign policy,NA,NA,NA,Missouri
26,Most important issue facing the country,1941,Immigration,78,14,8,Missouri
26,Most important issue facing the country,1941,Economy,50,43,7,Missouri
26,Most important issue facing the country,1941,Terrorism,63,35,2,Missouri
27,Which candidate quality mattered most?,1941,Cares about me,37,60,3,Missouri
27,Which candidate quality mattered most?,1941,Can bring change,82,14,4,Missouri
27,Which candidate quality mattered most?,1941,Right experience,6,92,2,Missouri
27,Which candidate quality mattered most?,1941,Good judgment,29,55,16,Missouri
28,Illegal immigrants working in the U.S. should be:,1941,Offered legal status,39,56,5,Missouri
28,Illegal immigrants working in the U.S. should be:,1941,Deported to home country,88,10,2,Missouri
29,How do things work in the U.S. today?,1941,Whites are favored,20,76,4,Missouri
29,How do things work in the U.S. today?,1941,Minorities are favored,89,9,2,Missouri
29,How do things work in the U.S. today?,1941,No group is favored,67,27,6,Missouri
30,Does the country's criminal justice system:,1941,Treat all fairly,80,17,3,Missouri
30,Does the country's criminal justice system:,1941,Treat blacks unfairly,27,68,5,Missouri
31,Feelings about the federal government,1941,Enthusiastic,NA,NA,NA,Missouri
31,Feelings about the federal government,1941,Satisfied,24,71,5,Missouri
31,Feelings about the federal government,1941,Dissatisfied,62,33,5,Missouri
31,Feelings about the federal government,1941,Angry,86,9,5,Missouri
32,Feelings about the federal government,1941,Enthusiastic/Satisfied,24,72,4,Missouri
32,Feelings about the federal government,1941,Dissatisfied/Angry,70,24,6,Missouri
33,Opinion of Barack Obama as president,1941,Strongly approve,4,93,3,Missouri
33,Opinion of Barack Obama as president,1941,Somewhat approve,25,64,11,Missouri
33,Opinion of Barack Obama as president,1941,Somewhat disapprove,72,19,9,Missouri
33,Opinion of Barack Obama as president,1941,Strongly disapprove,95,2,3,Missouri
34,Opinion of Barack Obama as president,1941,Approve,12,82,6,Missouri
34,Opinion of Barack Obama as president,1941,Disapprove,89,7,4,Missouri
35,Opinion of Hillary Clinton,1941,Favorable,3,95,2,Missouri
35,Opinion of Hillary Clinton,1941,Unfavorable,86,7,7,Missouri
36,Opinion of Donald Trump,1941,Favorable,98,2,0,Missouri
36,Opinion of Donald Trump,1941,Unfavorable,22,68,10,Missouri
37,Opinion of Clinton and Trump,1941,Both favorable,NA,NA,NA,Missouri
37,Opinion of Clinton and Trump,1941,Only Clinton favorable,1,97,2,Missouri
37,Opinion of Clinton and Trump,1941,Only Trump favorable,99,1,0,Missouri
37,Opinion of Clinton and Trump,1941,Both unfavorable,57,22,21,Missouri
38,Is Hillary Clinton honest and trustworthy?,1941,Yes,3,96,1,Missouri
38,Is Hillary Clinton honest and trustworthy?,1941,No,80,14,6,Missouri
39,Is Donald Trump honest and trustworthy?,1941,Yes,96,4,0,Missouri
39,Is Donald Trump honest and trustworthy?,1941,No,30,63,7,Missouri
40,Which candidate is honest?,1941,Both are,NA,NA,NA,Missouri
40,Which candidate is honest?,1941,Only Clinton is,2,98,0,Missouri
40,Which candidate is honest?,1941,Only Trump is,99,1,0,Missouri
40,Which candidate is honest?,1941,Neither is,54,32,14,Missouri
41,Does Clinton have the temperament to be president?,1941,Yes,12,83,5,Missouri
41,Does Clinton have the temperament to be president?,1941,No,92,3,5,Missouri
42,Does Trump have the temperament to be president?,1941,Yes,96,3,1,Missouri
42,Does Trump have the temperament to be president?,1941,No,28,64,8,Missouri
43,Which candidate has the right temperament?,1941,Both do,NA,NA,NA,Missouri
43,Which candidate has the right temperament?,1941,Only Clinton does,5,91,4,Missouri
43,Which candidate has the right temperament?,1941,Only Trump does,98,2,0,Missouri
43,Which candidate has the right temperament?,1941,Neither does,78,6,16,Missouri
44,Is Clinton qualified to serve as president?,1941,Yes,11,85,4,Missouri
44,Is Clinton qualified to serve as president?,1941,No,91,3,6,Missouri
45,Is Trump qualified to serve as president?,1941,Yes,98,1,1,Missouri
45,Is Trump qualified to serve as president?,1941,No,20,71,9,Missouri
46,Who is qualified to serve as president?,1941,Both are,NA,NA,NA,Missouri
46,Who is qualified to serve as president?,1941,Only Clinton is,3,94,3,Missouri
46,Who is qualified to serve as president?,1941,Only Trump is,99,1,0,Missouri
46,Who is qualified to serve as president?,1941,Neither is,67,11,22,Missouri
47,Condition of national economy,1941,Excellent,NA,NA,NA,Missouri
47,Condition of national economy,1941,Good,22,73,5,Missouri
47,Condition of national economy,1941,Not good,72,22,6,Missouri
47,Condition of national economy,1941,Poor,92,4,4,Missouri
48,Condition of national economy,1941,Good,21,75,4,Missouri
48,Condition of national economy,1941,Poor,78,16,6,Missouri
49,Life for the next generation of Americans will be:,1941,Better than today,45,52,3,Missouri
49,Life for the next generation of Americans will be:,1941,Worse than today,77,15,8,Missouri
49,Life for the next generation of Americans will be:,1941,About the same,47,48,5,Missouri
50,Vote for president in a two-way race,1941,Clinton,2,96,2,Missouri
50,Vote for president in a two-way race,1941,Trump,98,1,1,Missouri
50,Vote for president in a two-way race,1941,Would not vote,NA,NA,NA,Missouri
51,Area type,1941,Urban area,41,54,5,Missouri
51,Area type,1941,Suburban area,63,32,5,Missouri
51,Area type,1941,Rural area,69,26,5,Missouri
52,Region,1941,St. Louis Area,34,62,4,Missouri
52,Region,1941,E. Central,65,30,5,Missouri
52,Region,1941,Kansas City Area,46,48,6,Missouri
52,Region,1941,North,65,30,5,Missouri
52,Region,1941,South,74,21,5,Missouri
1,Gender,2778,Male,50,42,8,Nevada
1,Gender,2778,Female,41,53,6,Nevada
2,Age,2778,18-29,35,52,13,Nevada
2,Age,2778,30-44,40,52,8,Nevada
2,Age,2778,45-64,54,40,6,Nevada
2,Age,2778,65 and older,47,52,1,Nevada
3,Age,2778,18-24,30,59,11,Nevada
3,Age,2778,25-29,39,46,15,Nevada
3,Age,2778,30-39,38,55,7,Nevada
3,Age,2778,40-49,48,43,9,Nevada
3,Age,2778,50-64,55,41,4,Nevada
3,Age,2778,65 and older,47,52,1,Nevada
4,Age,2778,18-44,38,52,10,Nevada
4,Age,2778,45 and older,51,44,5,Nevada
5,Race,2778,White,56,38,6,Nevada
5,Race,2778,Black,12,81,7,Nevada
5,Race,2778,Latino,29,60,11,Nevada
5,Race,2778,Asian,36,62,2,Nevada
5,Race,2778,Other race,45,46,9,Nevada
6,Race,2778,White,56,38,6,Nevada
6,Race,2778,Non-white,28,64,8,Nevada
7,Race and gender,2778,White men,60,34,6,Nevada
7,Race and gender,2778,White women,52,43,5,Nevada
7,Race and gender,2778,Black men,26,64,10,Nevada
7,Race and gender,2778,Black women,2,93,5,Nevada
7,Race and gender,2778,Latino men,30,57,13,Nevada
7,Race and gender,2778,Latino women,29,63,8,Nevada
7,Race and gender,2778,Others,40,56,4,Nevada
8,Education,2778,High school or less,42,52,6,Nevada
8,Education,2778,Some college,48,45,7,Nevada
8,Education,2778,College graduate,45,48,7,Nevada
8,Education,2778,Postgraduate,44,52,4,Nevada
9,Are you a college graduate?,2778,Yes,44,49,7,Nevada
9,Are you a college graduate?,2778,No,46,48,6,Nevada
10,Education and race,2778,White college graduates,51,43,6,Nevada
10,Education and race,2778,Whites no degree,59,35,6,Nevada
10,Education and race,2778,Non-whites college grads,32,61,7,Nevada
10,Education and race,2778,Non-whites no degree,25,67,8,Nevada
11,Education among whites by sex,2778,White college-grad women,50,45,5,Nevada
11,Education among whites by sex,2778,White non-college women,53,42,5,Nevada
11,Education among whites by sex,2778,White college-grad men,52,40,8,Nevada
11,Education among whites by sex,2778,White non-college men,66,28,6,Nevada
11,Education among whites by sex,2778,Non-whites,28,64,8,Nevada
12,Income,2778,"Under $30,000",26,68,6,Nevada
12,Income,2778,"$30K-$49,999",36,53,11,Nevada
12,Income,2778,"$50K-$99,999",42,50,8,Nevada
12,Income,2778,"$100K-$199,999",60,34,6,Nevada
12,Income,2778,"$200K-$249,999",NA,NA,NA,Nevada
12,Income,2778,"$250,000 or more",NA,NA,NA,Nevada
13,Income,2778,Under $50K,31,60,9,Nevada
13,Income,2778,$50K-$100K,42,50,8,Nevada
13,Income,2778,$100K or more,58,37,5,Nevada
14,Income,2778,Under $50K,31,60,9,Nevada
14,Income,2778,$50K or more,49,44,7,Nevada
15,Income,2778,Under $100K,36,55,9,Nevada
15,Income,2778,$100K or more,58,37,5,Nevada
16,Party ID,2778,Democrats,8,90,2,Nevada
16,Party ID,2778,Republicans,88,8,4,Nevada
16,Party ID,2778,Independents,50,37,13,Nevada
17,Party by gender,2778,Democratic men,10,87,3,Nevada
17,Party by gender,2778,Democratic women,7,92,1,Nevada
17,Party by gender,2778,Republican men,87,9,4,Nevada
17,Party by gender,2778,Republican women,89,7,4,Nevada
17,Party by gender,2778,Independent men,52,35,13,Nevada
17,Party by gender,2778,Independent women,47,41,12,Nevada
18,Ideology,2778,Liberal,13,82,5,Nevada
18,Ideology,2778,Moderate,38,54,8,Nevada
18,Ideology,2778,Conservative,77,19,4,Nevada
19,Religion,2778,Protestant,57,40,3,Nevada
19,Religion,2778,Catholic,40,55,5,Nevada
19,Religion,2778,Mormon,NA,NA,NA,Nevada
19,Religion,2778,Other Christian,54,41,5,Nevada
19,Religion,2778,Jewish,NA,NA,NA,Nevada
19,Religion,2778,Muslim,NA,NA,NA,Nevada
19,Religion,2778,Other religion,44,40,16,Nevada
19,Religion,2778,No religion,32,58,10,Nevada
20,Religion,2778,Protestant,56,38,6,Nevada
20,Religion,2778,Catholic,40,55,5,Nevada
20,Religion,2778,Jewish,NA,NA,NA,Nevada
20,Religion,2778,Another religion,52,35,13,Nevada
20,Religion,2778,No religion,32,58,10,Nevada
21,White born-again or evangelical Christian?,2778,Yes,68,25,7,Nevada
21,White born-again or evangelical Christian?,2778,No,43,50,7,Nevada
22,Marital status,2778,Married,49,46,5,Nevada
22,Marital status,2778,Unmarried,44,49,7,Nevada
23,Marital status by gender,2778,Married men,54,40,6,Nevada
23,Marital status by gender,2778,Married women,44,51,5,Nevada
23,Marital status by gender,2778,Unmarried men,48,45,7,Nevada
23,Marital status by gender,2778,Unmarried women,39,54,7,Nevada
24,Union household?,2778,Yes,41,54,5,Nevada
24,Union household?,2778,No,46,47,7,Nevada
25,When did you decide presidential vote?,2778,Last few days,34,49,17,Nevada
25,When did you decide presidential vote?,2778,Last week,NA,NA,NA,Nevada
25,When did you decide presidential vote?,2778,In October,41,47,12,Nevada
25,When did you decide presidential vote?,2778,In September,NA,NA,NA,Nevada
25,When did you decide presidential vote?,2778,Before September,45,50,5,Nevada
26,When did you decide presidential vote?,2778,In the last week,40,45,15,Nevada
26,When did you decide presidential vote?,2778,Before that,44,49,7,Nevada
27,When did you decide presidential vote?,2778,In the last month,41,46,13,Nevada
27,When did you decide presidential vote?,2778,Before that,45,50,5,Nevada
28,Opinion of presidential candidate you voted for,2778,Strongly favor ,46,51,3,Nevada
28,Opinion of presidential candidate you voted for,2778,Have reservations,43,52,5,Nevada
28,Opinion of presidential candidate you voted for,2778,Dislike opponents,46,41,13,Nevada
29,Most important issue facing the country,2778,Foreign policy,31,62,7,Nevada
29,Most important issue facing the country,2778,Immigration,71,26,3,Nevada
29,Most important issue facing the country,2778,Economy,38,52,10,Nevada
29,Most important issue facing the country,2778,Terrorism,51,46,3,Nevada
30,Which candidate quality mattered most?,2778,Cares about me,34,57,9,Nevada
30,Which candidate quality mattered most?,2778,Can bring change,82,14,4,Nevada
30,Which candidate quality mattered most?,2778,Right experience,10,89,1,Nevada
30,Which candidate quality mattered most?,2778,Good judgment,27,60,13,Nevada
31,Illegal immigrants working in the U.S. should be:,2778,Offered legal status,33,58,9,Nevada
31,Illegal immigrants working in the U.S. should be:,2778,Deported to home country,80,17,3,Nevada
32,View of U.S. wall along the entire Mexican border,2778,Support,83,13,4,Nevada
32,View of U.S. wall along the entire Mexican border,2778,Oppose,14,78,8,Nevada
33,Do you think immigrants to the U.S. today:,2778,Help the country,30,63,7,Nevada
33,Do you think immigrants to the U.S. today:,2778,Hurt the country,76,19,5,Nevada
34,Effect of international trade,2778,Creates U.S. jobs,35,58,7,Nevada
34,Effect of international trade,2778,Takes away U.S. jobs,59,36,5,Nevada
34,Effect of international trade,2778,Does not affect jobs,NA,NA,NA,Nevada
35,How do things work in the U.S. today?,2778,Whites are favored,11,80,9,Nevada
35,How do things work in the U.S. today?,2778,Minorities are favored,81,13,6,Nevada
35,How do things work in the U.S. today?,2778,No group is favored,58,38,4,Nevada
36,Feelings about the federal government,2778,Enthusiastic,NA,NA,NA,Nevada
36,Feelings about the federal government,2778,Satisfied,18,78,4,Nevada
36,Feelings about the federal government,2778,Dissatisfied,48,44,8,Nevada
36,Feelings about the federal government,2778,Angry,74,21,5,Nevada
37,Feelings about the federal government,2778,Enthusiastic/Satisfied,17,79,4,Nevada
37,Feelings about the federal government,2778,Dissatisfied/Angry,57,36,7,Nevada
38,Opinion of Barack Obama as president,2778,Strongly approve,2,93,5,Nevada
38,Opinion of Barack Obama as president,2778,Somewhat approve,26,61,13,Nevada
38,Opinion of Barack Obama as president,2778,Somewhat disapprove,74,11,15,Nevada
38,Opinion of Barack Obama as president,2778,Strongly disapprove,91,6,3,Nevada
39,Opinion of Barack Obama as president,2778,Approve,11,81,8,Nevada
39,Opinion of Barack Obama as president,2778,Disapprove,86,7,7,Nevada
40,Opinion of Hillary Clinton,2778,Favorable,2,96,2,Nevada
40,Opinion of Hillary Clinton,2778,Unfavorable,81,6,13,Nevada
41,Opinion of Donald Trump,2778,Favorable,92,5,3,Nevada
41,Opinion of Donald Trump,2778,Unfavorable,11,78,11,Nevada
42,Opinion of Clinton and Trump,2778,Both favorable,NA,NA,NA,Nevada
42,Opinion of Clinton and Trump,2778,Only Clinton favorable,1,98,1,Nevada
42,Opinion of Clinton and Trump,2778,Only Trump favorable,96,1,3,Nevada
42,Opinion of Clinton and Trump,2778,Both unfavorable,43,20,37,Nevada
43,Opinion of Harry Reid,2778,Favorable,9,87,4,Nevada
43,Opinion of Harry Reid,2778,Unfavorable,70,21,9,Nevada
